code_id,count,frequency,is_active,rank
7732,982,7.671875e-05,1,749
2576,982,7.671875e-05,1,751
11140,982,7.671875e-05,1,750
16272,982,7.671875e-05,1,747
3249,982,7.671875e-05,1,748
10090,981,7.6640625e-05,1,755
10093,981,7.6640625e-05,1,758
11835,981,7.6640625e-05,1,757
15491,981,7.6640625e-05,1,752
704,981,7.6640625e-05,1,753
8019,981,7.6640625e-05,1,756
963,981,7.6640625e-05,1,759
2070,981,7.6640625e-05,1,754
7021,980,7.65625e-05,1,769
8076,980,7.65625e-05,1,760
11635,980,7.65625e-05,1,763
15053,980,7.65625e-05,1,770
10670,980,7.65625e-05,1,764
6086,980,7.65625e-05,1,767
7539,980,7.65625e-05,1,762
4425,980,7.65625e-05,1,771
10731,980,7.65625e-05,1,768
3121,980,7.65625e-05,1,765
