model,sample_id,level,sigma,token_flip_frac
vqgan,n01945685/ILSVRC2012_val_00031116,mid,0.2,0.9453125
vqgan,n01945685/ILSVRC2012_val_00031116,high,0.5,0.99609375
vqgan,n01945685/ILSVRC2012_val_00035202,low,0.1,0.8515625
vqgan,n01945685/ILSVRC2012_val_00035202,mid,0.2,0.95703125
vqgan,n01945685/ILSVRC2012_val_00035202,high,0.5,0.98828125
vqgan,n01945685/ILSVRC2012_val_00043904,low,0.1,0.52734375
vqgan,n01945685/ILSVRC2012_val_00043904,mid,0.2,0.765625
vqgan,n01945685/ILSVRC2012_val_00043904,high,0.5,0.9609375
vqgan,n01950731/ILSVRC2012_val_00008160,low,0.1,0.53515625
vqgan,n01950731/ILSVRC2012_val_00008160,mid,0.2,0.82421875
vqgan,n01950731/ILSVRC2012_val_00008160,high,0.5,0.953125
vqgan,n01950731/ILSVRC2012_val_00018470,low,0.1,0.77734375
vqgan,n01950731/ILSVRC2012_val_00018470,mid,0.2,0.921875
vqgan,n01950731/ILSVRC2012_val_00018470,high,0.5,0.99609375
vqgan,n01950731/ILSVRC2012_val_00028918,low,0.1,0.69140625
vqgan,n01950731/ILSVRC2012_val_00028918,mid,0.2,0.828125
vqgan,n01950731/ILSVRC2012_val_00028918,high,0.5,0.9453125
vqgan,n01950731/ILSVRC2012_val_00033555,low,0.1,0.734375
vqgan,n01950731/ILSVRC2012_val_00033555,mid,0.2,0.89453125
vqgan,n01950731/ILSVRC2012_val_00033555,high,0.5,0.96875
vqgan,n01950731/ILSVRC2012_val_00035855,low,0.1,0.56640625
vqgan,n01950731/ILSVRC2012_val_00035855,mid,0.2,0.78515625
vqgan,n01950731/ILSVRC2012_val_00035855,high,0.5,0.953125
vqgan,n01950731/ILSVRC2012_val_00040586,low,0.1,0.59765625
vqgan,n01950731/ILSVRC2012_val_00040586,mid,0.2,0.796875
vqgan,n01950731/ILSVRC2012_val_00040586,high,0.5,0.95703125
vqgan,n01955084/ILSVRC2012_val_00000703,low,0.1,0.79296875
vqgan,n01955084/ILSVRC2012_val_00000703,mid,0.2,0.9453125
vqgan,n01955084/ILSVRC2012_val_00000703,high,0.5,1.0
vqgan,n01955084/ILSVRC2012_val_00015597,low,0.1,0.59375
vqgan,n01955084/ILSVRC2012_val_00015597,mid,0.2,0.83203125
vqgan,n01955084/ILSVRC2012_val_00015597,high,0.5,0.9765625
vqgan,n01955084/ILSVRC2012_val_00020922,low,0.1,0.546875
vqgan,n01955084/ILSVRC2012_val_00020922,mid,0.2,0.79296875
vqgan,n01955084/ILSVRC2012_val_00020922,high,0.5,0.96484375
vqgan,n01955084/ILSVRC2012_val_00028635,low,0.1,0.59765625
vqgan,n01955084/ILSVRC2012_val_00028635,mid,0.2,0.84375
vqgan,n01955084/ILSVRC2012_val_00028635,high,0.5,0.95703125
vqgan,n01955084/ILSVRC2012_val_00032505,low,0.1,0.7109375
vqgan,n01955084/ILSVRC2012_val_00032505,mid,0.2,0.890625
vqgan,n01955084/ILSVRC2012_val_00032505,high,0.5,0.984375
vqgan,n01955084/ILSVRC2012_val_00041103,low,0.1,0.73046875
vqgan,n01955084/ILSVRC2012_val_00041103,mid,0.2,0.89453125
vqgan,n01955084/ILSVRC2012_val_00041103,high,0.5,0.99609375
vqgan,n01955084/ILSVRC2012_val_00049905,low,0.1,0.71875
vqgan,n01955084/ILSVRC2012_val_00049905,mid,0.2,0.88671875
vqgan,n01955084/ILSVRC2012_val_00049905,high,0.5,0.95703125
vqgan,n01968897/ILSVRC2012_val_00006453,low,0.1,0.69140625
vqgan,n01968897/ILSVRC2012_val_00006453,mid,0.2,0.90234375
vqgan,n01968897/ILSVRC2012_val_00006453,high,0.5,0.984375
vqgan,n01968897/ILSVRC2012_val_00024867,low,0.1,0.8046875
vqgan,n01968897/ILSVRC2012_val_00024867,mid,0.2,0.90625
vqgan,n01968897/ILSVRC2012_val_00024867,high,0.5,0.9765625
vqgan,n01968897/ILSVRC2012_val_00033450,low,0.1,0.65234375
vqgan,n01968897/ILSVRC2012_val_00033450,mid,0.2,0.83984375
vqgan,n01968897/ILSVRC2012_val_00033450,high,0.5,0.94921875
vqgan,n01968897/ILSVRC2012_val_00037579,low,0.1,0.90234375
vqgan,n01968897/ILSVRC2012_val_00037579,mid,0.2,0.98046875
vqgan,n01968897/ILSVRC2012_val_00037579,high,0.5,1.0
vqgan,n01968897/ILSVRC2012_val_00042709,low,0.1,0.77734375
vqgan,n01968897/ILSVRC2012_val_00042709,mid,0.2,0.875
vqgan,n01968897/ILSVRC2012_val_00042709,high,0.5,0.96875
vqgan,n01978287/ILSVRC2012_val_00003074,low,0.1,0.7421875
vqgan,n01978287/ILSVRC2012_val_00003074,mid,0.2,0.875
vqgan,n01978287/ILSVRC2012_val_00003074,high,0.5,0.97265625
vqgan,n01978287/ILSVRC2012_val_00014895,low,0.1,0.78125
vqgan,n01978287/ILSVRC2012_val_00014895,mid,0.2,0.9296875
vqgan,n01978287/ILSVRC2012_val_00014895,high,0.5,0.97265625
vqgan,n01978287/ILSVRC2012_val_00018793,low,0.1,0.79296875
vqgan,n01978287/ILSVRC2012_val_00018793,mid,0.2,0.91015625
vqgan,n01978287/ILSVRC2012_val_00018793,high,0.5,0.9921875
vqgan,n01978287/ILSVRC2012_val_00023991,low,0.1,0.6640625
vqgan,n01978287/ILSVRC2012_val_00023991,mid,0.2,0.859375
vqgan,n01978287/ILSVRC2012_val_00023991,high,0.5,0.953125
vqgan,n01978287/ILSVRC2012_val_00030396,low,0.1,0.76171875
vqgan,n01978287/ILSVRC2012_val_00030396,mid,0.2,0.90625
vqgan,n01978287/ILSVRC2012_val_00030396,high,0.5,0.99609375
vqgan,n01978287/ILSVRC2012_val_00040223,low,0.1,0.63671875
vqgan,n01978287/ILSVRC2012_val_00040223,mid,0.2,0.80859375
vqgan,n01978287/ILSVRC2012_val_00040223,high,0.5,0.98046875
vqgan,n01978287/ILSVRC2012_val_00048106,low,0.1,0.73046875
vqgan,n01978287/ILSVRC2012_val_00048106,mid,0.2,0.91015625
vqgan,n01978287/ILSVRC2012_val_00048106,high,0.5,0.98046875
vqgan,n01978455/ILSVRC2012_val_00006100,low,0.1,0.7109375
vqgan,n01978455/ILSVRC2012_val_00006100,mid,0.2,0.87890625
vqgan,n01978455/ILSVRC2012_val_00006100,high,0.5,0.9609375
vqgan,n01978455/ILSVRC2012_val_00013423,low,0.1,0.60546875
vqgan,n01978455/ILSVRC2012_val_00013423,mid,0.2,0.84375
vqgan,n01978455/ILSVRC2012_val_00013423,high,0.5,0.99609375
vqgan,n01978455/ILSVRC2012_val_00021334,low,0.1,0.55859375
vqgan,n01978455/ILSVRC2012_val_00021334,mid,0.2,0.80859375
vqgan,n01978455/ILSVRC2012_val_00021334,high,0.5,0.9609375
vqgan,n01978455/ILSVRC2012_val_00026314,low,0.1,0.5625
vqgan,n01978455/ILSVRC2012_val_00026314,mid,0.2,0.83984375
vqgan,n01978455/ILSVRC2012_val_00026314,high,0.5,0.97265625
vqgan,n01978455/ILSVRC2012_val_00031923,low,0.1,0.80078125
vqgan,n01978455/ILSVRC2012_val_00031923,mid,0.2,0.890625
vqgan,n01978455/ILSVRC2012_val_00031923,high,0.5,0.921875
vqgan,n01978455/ILSVRC2012_val_00049440,low,0.1,0.75
vqgan,n01978455/ILSVRC2012_val_00049440,mid,0.2,0.90234375
vqgan,n01978455/ILSVRC2012_val_00049440,high,0.5,0.96484375
vqgan,n01980166/ILSVRC2012_val_00005889,low,0.1,0.7734375
vqgan,n01980166/ILSVRC2012_val_00005889,mid,0.2,0.890625
vqgan,n01980166/ILSVRC2012_val_00005889,high,0.5,0.98046875
vqgan,n01980166/ILSVRC2012_val_00010725,low,0.1,0.83984375
vqgan,n01980166/ILSVRC2012_val_00010725,mid,0.2,0.9609375
vqgan,n01980166/ILSVRC2012_val_00010725,high,0.5,0.98828125
vqgan,n01980166/ILSVRC2012_val_00017379,low,0.1,0.55859375
vqgan,n01980166/ILSVRC2012_val_00017379,mid,0.2,0.828125
vqgan,n01980166/ILSVRC2012_val_00017379,high,0.5,0.984375
vqgan,n01980166/ILSVRC2012_val_00025960,low,0.1,0.80859375
vqgan,n01980166/ILSVRC2012_val_00025960,mid,0.2,0.90625
vqgan,n01980166/ILSVRC2012_val_00025960,high,0.5,0.9921875
vqgan,n01980166/ILSVRC2012_val_00035361,low,0.1,0.65234375
vqgan,n01980166/ILSVRC2012_val_00035361,mid,0.2,0.8359375
vqgan,n01980166/ILSVRC2012_val_00035361,high,0.5,0.96875
vqgan,n01980166/ILSVRC2012_val_00042567,low,0.1,0.69921875
vqgan,n01980166/ILSVRC2012_val_00042567,mid,0.2,0.8671875
vqgan,n01980166/ILSVRC2012_val_00042567,high,0.5,0.97265625
vqgan,n01981276/ILSVRC2012_val_00001124,low,0.1,0.6796875
vqgan,n01981276/ILSVRC2012_val_00001124,mid,0.2,0.83984375
vqgan,n01981276/ILSVRC2012_val_00001124,high,0.5,0.96484375
vqgan,n01981276/ILSVRC2012_val_00004462,low,0.1,0.6875
vqgan,n01981276/ILSVRC2012_val_00004462,mid,0.2,0.84765625
vqgan,n01981276/ILSVRC2012_val_00004462,high,0.5,0.96875
vqgan,n01981276/ILSVRC2012_val_00011070,low,0.1,0.640625
vqgan,n01981276/ILSVRC2012_val_00011070,mid,0.2,0.81640625
vqgan,n01981276/ILSVRC2012_val_00011070,high,0.5,0.94921875
vqgan,n01981276/ILSVRC2012_val_00015773,low,0.1,0.734375
vqgan,n01981276/ILSVRC2012_val_00015773,mid,0.2,0.83203125
vqgan,n01981276/ILSVRC2012_val_00015773,high,0.5,0.9921875
vqgan,n01981276/ILSVRC2012_val_00025120,low,0.1,0.79296875
vqgan,n01981276/ILSVRC2012_val_00025120,mid,0.2,0.88671875
vqgan,n01981276/ILSVRC2012_val_00025120,high,0.5,0.96875
vqgan,n01981276/ILSVRC2012_val_00037684,low,0.1,0.60546875
vqgan,n01981276/ILSVRC2012_val_00037684,mid,0.2,0.7890625
vqgan,n01981276/ILSVRC2012_val_00037684,high,0.5,0.95703125
vqgan,n01981276/ILSVRC2012_val_00047532,low,0.1,0.65234375
vqgan,n01981276/ILSVRC2012_val_00047532,mid,0.2,0.8203125
vqgan,n01981276/ILSVRC2012_val_00047532,high,0.5,0.95703125
vqgan,n01983481/ILSVRC2012_val_00005641,low,0.1,0.71875
vqgan,n01983481/ILSVRC2012_val_00005641,mid,0.2,0.87109375
vqgan,n01983481/ILSVRC2012_val_00005641,high,0.5,0.9765625
vqgan,n01983481/ILSVRC2012_val_00016493,low,0.1,0.71484375
vqgan,n01983481/ILSVRC2012_val_00016493,mid,0.2,0.8359375
vqgan,n01983481/ILSVRC2012_val_00016493,high,0.5,0.95703125
vqgan,n01983481/ILSVRC2012_val_00026193,low,0.1,0.76953125
vqgan,n01983481/ILSVRC2012_val_00026193,mid,0.2,0.87109375
vqgan,n01983481/ILSVRC2012_val_00026193,high,0.5,0.953125
vqgan,n01983481/ILSVRC2012_val_00035178,low,0.1,0.73828125
vqgan,n01983481/ILSVRC2012_val_00035178,mid,0.2,0.85546875
vqgan,n01983481/ILSVRC2012_val_00035178,high,0.5,0.94140625
vqgan,n01983481/ILSVRC2012_val_00045926,low,0.1,0.71875
vqgan,n01983481/ILSVRC2012_val_00045926,mid,0.2,0.8515625
vqgan,n01983481/ILSVRC2012_val_00045926,high,0.5,0.9609375
vqgan,n01984695/ILSVRC2012_val_00002152,low,0.1,0.6015625
vqgan,n01984695/ILSVRC2012_val_00002152,mid,0.2,0.796875
vqgan,n01984695/ILSVRC2012_val_00002152,high,0.5,0.93359375
vqgan,n01984695/ILSVRC2012_val_00008182,low,0.1,0.7421875
vqgan,n01984695/ILSVRC2012_val_00008182,mid,0.2,0.8671875
vqgan,n01984695/ILSVRC2012_val_00008182,high,0.5,0.97265625
vqgan,n01984695/ILSVRC2012_val_00019394,low,0.1,0.51953125
vqgan,n01984695/ILSVRC2012_val_00019394,mid,0.2,0.77734375
vqgan,n01984695/ILSVRC2012_val_00019394,high,0.5,0.9375
vqgan,n01984695/ILSVRC2012_val_00026981,low,0.1,0.53125
vqgan,n01984695/ILSVRC2012_val_00026981,mid,0.2,0.76953125
vqgan,n01984695/ILSVRC2012_val_00026981,high,0.5,0.9375
vqgan,n01984695/ILSVRC2012_val_00036581,low,0.1,0.76171875
vqgan,n01984695/ILSVRC2012_val_00036581,mid,0.2,0.90625
vqgan,n01984695/ILSVRC2012_val_00036581,high,0.5,0.97265625
vqgan,n01984695/ILSVRC2012_val_00040806,low,0.1,0.765625
vqgan,n01984695/ILSVRC2012_val_00040806,mid,0.2,0.9375
vqgan,n01984695/ILSVRC2012_val_00040806,high,0.5,1.0
vqgan,n01984695/ILSVRC2012_val_00046180,low,0.1,0.68359375
vqgan,n01984695/ILSVRC2012_val_00046180,mid,0.2,0.8671875
vqgan,n01984695/ILSVRC2012_val_00046180,high,0.5,0.96484375
vqgan,n01985128/ILSVRC2012_val_00004598,low,0.1,0.7578125
vqgan,n01985128/ILSVRC2012_val_00004598,mid,0.2,0.890625
vqgan,n01985128/ILSVRC2012_val_00004598,high,0.5,0.9765625
vqgan,n01985128/ILSVRC2012_val_00013580,low,0.1,0.65625
vqgan,n01985128/ILSVRC2012_val_00013580,mid,0.2,0.8125
vqgan,n01985128/ILSVRC2012_val_00013580,high,0.5,0.9453125
vqgan,n01985128/ILSVRC2012_val_00013932,low,0.1,0.640625
vqgan,n01985128/ILSVRC2012_val_00013932,mid,0.2,0.78125
vqgan,n01985128/ILSVRC2012_val_00013932,high,0.5,0.94921875
vqgan,n01985128/ILSVRC2012_val_00022871,low,0.1,0.64453125
vqgan,n01985128/ILSVRC2012_val_00022871,mid,0.2,0.83984375
vqgan,n01985128/ILSVRC2012_val_00022871,high,0.5,0.9765625
vqgan,n01985128/ILSVRC2012_val_00028073,low,0.1,0.734375
vqgan,n01985128/ILSVRC2012_val_00028073,mid,0.2,0.9140625
vqgan,n01985128/ILSVRC2012_val_00028073,high,0.5,0.96875
vqgan,n01985128/ILSVRC2012_val_00042886,low,0.1,0.8046875
vqgan,n01985128/ILSVRC2012_val_00042886,mid,0.2,0.90625
vqgan,n01985128/ILSVRC2012_val_00042886,high,0.5,0.98828125
vqgan,n01986214/ILSVRC2012_val_00000245,low,0.1,0.75
vqgan,n01986214/ILSVRC2012_val_00000245,mid,0.2,0.8828125
vqgan,n01986214/ILSVRC2012_val_00000245,high,0.5,0.98046875
vqgan,n01986214/ILSVRC2012_val_00007757,low,0.1,0.90234375
vqgan,n01986214/ILSVRC2012_val_00007757,mid,0.2,0.9375
vqgan,n01986214/ILSVRC2012_val_00007757,high,0.5,0.98046875
vqgan,n01986214/ILSVRC2012_val_00020968,low,0.1,0.87109375
vqgan,n01986214/ILSVRC2012_val_00020968,mid,0.2,0.953125
vqgan,n01986214/ILSVRC2012_val_00020968,high,0.5,1.0
vqgan,n01986214/ILSVRC2012_val_00028653,low,0.1,0.7421875
vqgan,n01986214/ILSVRC2012_val_00028653,mid,0.2,0.92578125
vqgan,n01986214/ILSVRC2012_val_00028653,high,0.5,0.98046875
vqgan,n01986214/ILSVRC2012_val_00031992,low,0.1,0.8125
vqgan,n01986214/ILSVRC2012_val_00031992,mid,0.2,0.9375
vqgan,n01986214/ILSVRC2012_val_00031992,high,0.5,0.98828125
vqgan,n01986214/ILSVRC2012_val_00040059,low,0.1,0.8984375
vqgan,n01986214/ILSVRC2012_val_00040059,mid,0.2,0.97265625
vqgan,n01986214/ILSVRC2012_val_00040059,high,0.5,0.99609375
vqgan,n01990800/ILSVRC2012_val_00002060,low,0.1,0.81640625
vqgan,n01990800/ILSVRC2012_val_00002060,mid,0.2,0.91015625
vqgan,n01990800/ILSVRC2012_val_00002060,high,0.5,0.984375
vqgan,n01990800/ILSVRC2012_val_00003858,low,0.1,0.72265625
vqgan,n01990800/ILSVRC2012_val_00003858,mid,0.2,0.87109375
vqgan,n01990800/ILSVRC2012_val_00003858,high,0.5,0.96875
vqgan,n01990800/ILSVRC2012_val_00015754,low,0.1,0.43359375
vqgan,n01990800/ILSVRC2012_val_00015754,mid,0.2,0.73046875
vqgan,n01990800/ILSVRC2012_val_00015754,high,0.5,0.9375
vqgan,n01990800/ILSVRC2012_val_00021319,low,0.1,0.66015625
vqgan,n01990800/ILSVRC2012_val_00021319,mid,0.2,0.83203125
vqgan,n01990800/ILSVRC2012_val_00021319,high,0.5,0.98046875
vqgan,n01990800/ILSVRC2012_val_00034935,low,0.1,0.61328125
vqgan,n01990800/ILSVRC2012_val_00034935,mid,0.2,0.80859375
vqgan,n01990800/ILSVRC2012_val_00034935,high,0.5,0.95703125
vqgan,n01990800/ILSVRC2012_val_00041213,low,0.1,0.80078125
vqgan,n01990800/ILSVRC2012_val_00041213,mid,0.2,0.90625
vqgan,n01990800/ILSVRC2012_val_00041213,high,0.5,0.984375
vqgan,n01990800/ILSVRC2012_val_00047249,low,0.1,0.7734375
vqgan,n01990800/ILSVRC2012_val_00047249,mid,0.2,0.87890625
vqgan,n01990800/ILSVRC2012_val_00047249,high,0.5,0.96484375
vqgan,n02002556/ILSVRC2012_val_00008287,low,0.1,0.8984375
vqgan,n02002556/ILSVRC2012_val_00008287,mid,0.2,0.9609375
vqgan,n02002556/ILSVRC2012_val_00008287,high,0.5,0.98828125
vqgan,n02002556/ILSVRC2012_val_00011848,low,0.1,0.82421875
vqgan,n02002556/ILSVRC2012_val_00011848,mid,0.2,0.8828125
vqgan,n02002556/ILSVRC2012_val_00011848,high,0.5,0.9765625
vqgan,n02002556/ILSVRC2012_val_00026760,low,0.1,0.78125
vqgan,n02002556/ILSVRC2012_val_00026760,mid,0.2,0.859375
vqgan,n02002556/ILSVRC2012_val_00026760,high,0.5,0.96484375
vqgan,n02002556/ILSVRC2012_val_00032643,low,0.1,0.6875
vqgan,n02002556/ILSVRC2012_val_00032643,mid,0.2,0.89453125
vqgan,n02002556/ILSVRC2012_val_00032643,high,0.5,0.984375
vqgan,n02002556/ILSVRC2012_val_00038245,low,0.1,0.84375
vqgan,n02002556/ILSVRC2012_val_00038245,mid,0.2,0.921875
vqgan,n02002556/ILSVRC2012_val_00038245,high,0.5,0.9765625
vqgan,n02002556/ILSVRC2012_val_00049016,low,0.1,0.88671875
vqgan,n02002556/ILSVRC2012_val_00049016,mid,0.2,0.9296875
vqgan,n02002556/ILSVRC2012_val_00049016,high,0.5,0.9921875
vqgan,n02002724/ILSVRC2012_val_00008474,low,0.1,0.671875
vqgan,n02002724/ILSVRC2012_val_00008474,mid,0.2,0.890625
vqgan,n02002724/ILSVRC2012_val_00008474,high,0.5,0.98046875
vqgan,n02002724/ILSVRC2012_val_00014217,low,0.1,0.6640625
vqgan,n02002724/ILSVRC2012_val_00014217,mid,0.2,0.84375
vqgan,n02002724/ILSVRC2012_val_00014217,high,0.5,0.96875
vqgan,n02002724/ILSVRC2012_val_00017851,low,0.1,0.69140625
vqgan,n02002724/ILSVRC2012_val_00017851,mid,0.2,0.9140625
vqgan,n02002724/ILSVRC2012_val_00017851,high,0.5,0.98828125
vqgan,n02002724/ILSVRC2012_val_00022140,low,0.1,0.71484375
vqgan,n02002724/ILSVRC2012_val_00022140,mid,0.2,0.890625
vqgan,n02002724/ILSVRC2012_val_00022140,high,0.5,0.98046875
vqgan,n02002724/ILSVRC2012_val_00031399,low,0.1,0.63671875
vqgan,n02002724/ILSVRC2012_val_00031399,mid,0.2,0.828125
vqgan,n02002724/ILSVRC2012_val_00031399,high,0.5,0.9453125
vqgan,n02002724/ILSVRC2012_val_00038615,low,0.1,0.73046875
vqgan,n02002724/ILSVRC2012_val_00038615,mid,0.2,0.88671875
vqgan,n02002724/ILSVRC2012_val_00038615,high,0.5,0.98046875
vqgan,n02006656/ILSVRC2012_val_00000043,low,0.1,0.703125
vqgan,n02006656/ILSVRC2012_val_00000043,mid,0.2,0.8671875
vqgan,n02006656/ILSVRC2012_val_00000043,high,0.5,0.984375
vqgan,n02006656/ILSVRC2012_val_00002953,low,0.1,0.8828125
vqgan,n02006656/ILSVRC2012_val_00002953,mid,0.2,0.94921875
vqgan,n02006656/ILSVRC2012_val_00002953,high,0.5,0.99609375
vqgan,n02006656/ILSVRC2012_val_00012618,low,0.1,0.84765625
vqgan,n02006656/ILSVRC2012_val_00012618,mid,0.2,0.94140625
vqgan,n02006656/ILSVRC2012_val_00012618,high,0.5,0.99609375
vqgan,n02006656/ILSVRC2012_val_00025075,low,0.1,0.79296875
vqgan,n02006656/ILSVRC2012_val_00025075,mid,0.2,0.890625
vqgan,n02006656/ILSVRC2012_val_00025075,high,0.5,0.97265625
vqgan,n02006656/ILSVRC2012_val_00032470,low,0.1,0.83203125
vqgan,n02006656/ILSVRC2012_val_00032470,mid,0.2,0.921875
vqgan,n02006656/ILSVRC2012_val_00032470,high,0.5,0.98046875
vqgan,n02006656/ILSVRC2012_val_00043081,low,0.1,0.8046875
vqgan,n02006656/ILSVRC2012_val_00043081,mid,0.2,0.9140625
vqgan,n02006656/ILSVRC2012_val_00043081,high,0.5,0.9765625
vqgan,n02007558/ILSVRC2012_val_00005601,low,0.1,0.73828125
vqgan,n02007558/ILSVRC2012_val_00005601,mid,0.2,0.875
vqgan,n02007558/ILSVRC2012_val_00005601,high,0.5,0.9921875
vqgan,n02007558/ILSVRC2012_val_00009988,low,0.1,0.67578125
vqgan,n02007558/ILSVRC2012_val_00009988,mid,0.2,0.80859375
vqgan,n02007558/ILSVRC2012_val_00009988,high,0.5,0.9453125
vqgan,n02007558/ILSVRC2012_val_00019951,low,0.1,0.7890625
vqgan,n02007558/ILSVRC2012_val_00019951,mid,0.2,0.91796875
vqgan,n02007558/ILSVRC2012_val_00019951,high,0.5,0.98828125
vqgan,n02007558/ILSVRC2012_val_00026082,low,0.1,0.78515625
vqgan,n02007558/ILSVRC2012_val_00026082,mid,0.2,0.88671875
vqgan,n02007558/ILSVRC2012_val_00026082,high,0.5,0.96875
vqgan,n02007558/ILSVRC2012_val_00031931,low,0.1,0.7578125
vqgan,n02007558/ILSVRC2012_val_00031931,mid,0.2,0.88671875
vqgan,n02007558/ILSVRC2012_val_00031931,high,0.5,0.97265625
vqgan,n02007558/ILSVRC2012_val_00039514,low,0.1,0.875
vqgan,n02007558/ILSVRC2012_val_00039514,mid,0.2,0.95703125
vqgan,n02007558/ILSVRC2012_val_00039514,high,0.5,0.98046875
vqgan,n02007558/ILSVRC2012_val_00049783,low,0.1,0.83984375
vqgan,n02007558/ILSVRC2012_val_00049783,mid,0.2,0.96484375
vqgan,n02007558/ILSVRC2012_val_00049783,high,0.5,0.984375
vqgan,n02009229/ILSVRC2012_val_00016684,low,0.1,0.75390625
vqgan,n02009229/ILSVRC2012_val_00016684,mid,0.2,0.8984375
vqgan,n02009229/ILSVRC2012_val_00016684,high,0.5,0.95703125
vqgan,n02009229/ILSVRC2012_val_00025421,low,0.1,0.640625
vqgan,n02009229/ILSVRC2012_val_00025421,mid,0.2,0.81640625
vqgan,n02009229/ILSVRC2012_val_00025421,high,0.5,0.97265625
vqgan,n02009229/ILSVRC2012_val_00030722,low,0.1,0.8359375
vqgan,n02009229/ILSVRC2012_val_00030722,mid,0.2,0.921875
vqgan,n02009229/ILSVRC2012_val_00030722,high,0.5,1.0
vqgan,n02009229/ILSVRC2012_val_00034814,low,0.1,0.7265625
vqgan,n02009229/ILSVRC2012_val_00034814,mid,0.2,0.859375
vqgan,n02009229/ILSVRC2012_val_00034814,high,0.5,0.97265625
vqgan,n02009229/ILSVRC2012_val_00042026,low,0.1,0.62890625
vqgan,n02009229/ILSVRC2012_val_00042026,mid,0.2,0.765625
vqgan,n02009229/ILSVRC2012_val_00042026,high,0.5,0.93359375
vqgan,n02009229/ILSVRC2012_val_00049224,low,0.1,0.5859375
vqgan,n02009229/ILSVRC2012_val_00049224,mid,0.2,0.8125
vqgan,n02009229/ILSVRC2012_val_00049224,high,0.5,0.98828125
vqgan,n02009912/ILSVRC2012_val_00005474,low,0.1,0.7109375
vqgan,n02009912/ILSVRC2012_val_00005474,mid,0.2,0.93359375
vqgan,n02009912/ILSVRC2012_val_00005474,high,0.5,0.984375
vqgan,n02009912/ILSVRC2012_val_00010422,low,0.1,0.890625
vqgan,n02009912/ILSVRC2012_val_00010422,mid,0.2,0.94921875
vqgan,n02009912/ILSVRC2012_val_00010422,high,0.5,0.97265625
vqgan,n02009912/ILSVRC2012_val_00021875,low,0.1,0.80859375
vqgan,n02009912/ILSVRC2012_val_00021875,mid,0.2,0.92578125
vqgan,n02009912/ILSVRC2012_val_00021875,high,0.5,0.96875
vqgan,n02009912/ILSVRC2012_val_00028849,low,0.1,0.79296875
vqgan,n02009912/ILSVRC2012_val_00028849,mid,0.2,0.87890625
vqgan,n02009912/ILSVRC2012_val_00028849,high,0.5,0.94921875
vqgan,n02009912/ILSVRC2012_val_00034611,low,0.1,0.7734375
vqgan,n02009912/ILSVRC2012_val_00034611,mid,0.2,0.93359375
vqgan,n02009912/ILSVRC2012_val_00034611,high,0.5,0.984375
vqgan,n02009912/ILSVRC2012_val_00043475,low,0.1,0.8125
vqgan,n02009912/ILSVRC2012_val_00043475,mid,0.2,0.9140625
vqgan,n02009912/ILSVRC2012_val_00043475,high,0.5,1.0
vqgan,n02011460/ILSVRC2012_val_00000577,low,0.1,0.63671875
vqgan,n02011460/ILSVRC2012_val_00000577,mid,0.2,0.8046875
vqgan,n02011460/ILSVRC2012_val_00000577,high,0.5,0.953125
vqgan,n02011460/ILSVRC2012_val_00007811,low,0.1,0.546875
vqgan,n02011460/ILSVRC2012_val_00007811,mid,0.2,0.8359375
vqgan,n02011460/ILSVRC2012_val_00007811,high,0.5,0.97265625
vqgan,n02011460/ILSVRC2012_val_00009894,low,0.1,0.76953125
vqgan,n02011460/ILSVRC2012_val_00009894,mid,0.2,0.88671875
vqgan,n02011460/ILSVRC2012_val_00009894,high,0.5,0.97265625
vqgan,n02011460/ILSVRC2012_val_00019172,low,0.1,0.6328125
vqgan,n02011460/ILSVRC2012_val_00019172,mid,0.2,0.84765625
vqgan,n02011460/ILSVRC2012_val_00019172,high,0.5,0.96484375
vqgan,n02011460/ILSVRC2012_val_00030908,low,0.1,0.875
vqgan,n02011460/ILSVRC2012_val_00030908,mid,0.2,0.95703125
vqgan,n02011460/ILSVRC2012_val_00030908,high,0.5,0.99609375
vqgan,n02011460/ILSVRC2012_val_00046602,low,0.1,0.5078125
vqgan,n02011460/ILSVRC2012_val_00046602,mid,0.2,0.734375
vqgan,n02011460/ILSVRC2012_val_00046602,high,0.5,0.91015625
vqgan,n02012849/ILSVRC2012_val_00002002,low,0.1,0.765625
vqgan,n02012849/ILSVRC2012_val_00002002,mid,0.2,0.921875
vqgan,n02012849/ILSVRC2012_val_00002002,high,0.5,0.9765625
vqgan,n02012849/ILSVRC2012_val_00009739,low,0.1,0.78515625
vqgan,n02012849/ILSVRC2012_val_00009739,mid,0.2,0.94140625
vqgan,n02012849/ILSVRC2012_val_00009739,high,0.5,0.9921875
vqgan,n02012849/ILSVRC2012_val_00012554,low,0.1,0.6796875
vqgan,n02012849/ILSVRC2012_val_00012554,mid,0.2,0.9140625
vqgan,n02012849/ILSVRC2012_val_00012554,high,0.5,0.9921875
vqgan,n02012849/ILSVRC2012_val_00016463,low,0.1,0.7421875
vqgan,n02012849/ILSVRC2012_val_00016463,mid,0.2,0.890625
vqgan,n02012849/ILSVRC2012_val_00016463,high,0.5,0.98828125
vqgan,n02012849/ILSVRC2012_val_00025564,low,0.1,0.8984375
vqgan,n02012849/ILSVRC2012_val_00025564,mid,0.2,0.95703125
vqgan,n02012849/ILSVRC2012_val_00025564,high,0.5,0.9921875
