model,sample_id,level,sigma,token_flip_frac
llamagen,n06794110/ILSVRC2012_val_00001376,high,0.5,0.9296875
llamagen,n06794110/ILSVRC2012_val_00007671,low,0.1,0.8125
llamagen,n06794110/ILSVRC2012_val_00007671,mid,0.2,0.921875
llamagen,n06794110/ILSVRC2012_val_00007671,high,0.5,0.99609375
llamagen,n06794110/ILSVRC2012_val_00020350,low,0.1,0.796875
llamagen,n06794110/ILSVRC2012_val_00020350,mid,0.2,0.890625
llamagen,n06794110/ILSVRC2012_val_00020350,high,0.5,0.98046875
llamagen,n06794110/ILSVRC2012_val_00027438,low,0.1,0.78125
llamagen,n06794110/ILSVRC2012_val_00027438,mid,0.2,0.92578125
llamagen,n06794110/ILSVRC2012_val_00027438,high,0.5,0.9609375
llamagen,n06794110/ILSVRC2012_val_00033325,low,0.1,0.578125
llamagen,n06794110/ILSVRC2012_val_00033325,mid,0.2,0.796875
llamagen,n06794110/ILSVRC2012_val_00033325,high,0.5,0.9453125
llamagen,n06794110/ILSVRC2012_val_00035300,low,0.1,0.69921875
llamagen,n06794110/ILSVRC2012_val_00035300,mid,0.2,0.859375
llamagen,n06794110/ILSVRC2012_val_00035300,high,0.5,0.97265625
llamagen,n06874185/ILSVRC2012_val_00000274,low,0.1,0.890625
llamagen,n06874185/ILSVRC2012_val_00000274,mid,0.2,0.95703125
llamagen,n06874185/ILSVRC2012_val_00000274,high,0.5,0.9921875
llamagen,n06874185/ILSVRC2012_val_00012799,low,0.1,0.80859375
llamagen,n06874185/ILSVRC2012_val_00012799,mid,0.2,0.921875
llamagen,n06874185/ILSVRC2012_val_00012799,high,0.5,0.9765625
llamagen,n06874185/ILSVRC2012_val_00023841,low,0.1,0.765625
llamagen,n06874185/ILSVRC2012_val_00023841,mid,0.2,0.921875
llamagen,n06874185/ILSVRC2012_val_00023841,high,0.5,0.984375
llamagen,n06874185/ILSVRC2012_val_00031519,low,0.1,0.73046875
llamagen,n06874185/ILSVRC2012_val_00031519,mid,0.2,0.8515625
llamagen,n06874185/ILSVRC2012_val_00031519,high,0.5,0.984375
llamagen,n06874185/ILSVRC2012_val_00039108,low,0.1,0.94921875
llamagen,n06874185/ILSVRC2012_val_00039108,mid,0.2,0.97265625
llamagen,n06874185/ILSVRC2012_val_00039108,high,0.5,0.99609375
llamagen,n06874185/ILSVRC2012_val_00045990,low,0.1,0.6953125
llamagen,n06874185/ILSVRC2012_val_00045990,mid,0.2,0.87109375
llamagen,n06874185/ILSVRC2012_val_00045990,high,0.5,0.96875
llamagen,n07248320/ILSVRC2012_val_00000980,low,0.1,0.71484375
llamagen,n07248320/ILSVRC2012_val_00000980,mid,0.2,0.8359375
llamagen,n07248320/ILSVRC2012_val_00000980,high,0.5,0.9765625
llamagen,n07248320/ILSVRC2012_val_00008799,low,0.1,0.4296875
llamagen,n07248320/ILSVRC2012_val_00008799,mid,0.2,0.67578125
llamagen,n07248320/ILSVRC2012_val_00008799,high,0.5,0.8984375
llamagen,n07248320/ILSVRC2012_val_00013148,low,0.1,0.6875
llamagen,n07248320/ILSVRC2012_val_00013148,mid,0.2,0.8125
llamagen,n07248320/ILSVRC2012_val_00013148,high,0.5,0.9140625
llamagen,n07248320/ILSVRC2012_val_00021443,low,0.1,0.75
llamagen,n07248320/ILSVRC2012_val_00021443,mid,0.2,0.90625
llamagen,n07248320/ILSVRC2012_val_00021443,high,0.5,1.0
llamagen,n07248320/ILSVRC2012_val_00032814,low,0.1,0.953125
llamagen,n07248320/ILSVRC2012_val_00032814,mid,0.2,0.9921875
llamagen,n07248320/ILSVRC2012_val_00032814,high,0.5,0.984375
llamagen,n07248320/ILSVRC2012_val_00040262,low,0.1,0.6796875
llamagen,n07248320/ILSVRC2012_val_00040262,mid,0.2,0.82421875
llamagen,n07248320/ILSVRC2012_val_00040262,high,0.5,0.984375
llamagen,n07565083/ILSVRC2012_val_00000209,low,0.1,0.80078125
llamagen,n07565083/ILSVRC2012_val_00000209,mid,0.2,0.9375
llamagen,n07565083/ILSVRC2012_val_00000209,high,0.5,0.98828125
llamagen,n07565083/ILSVRC2012_val_00010527,low,0.1,0.96484375
llamagen,n07565083/ILSVRC2012_val_00010527,mid,0.2,0.99609375
llamagen,n07565083/ILSVRC2012_val_00010527,high,0.5,1.0
llamagen,n07565083/ILSVRC2012_val_00021275,low,0.1,0.76953125
llamagen,n07565083/ILSVRC2012_val_00021275,mid,0.2,0.90234375
llamagen,n07565083/ILSVRC2012_val_00021275,high,0.5,1.0
llamagen,n07565083/ILSVRC2012_val_00028036,low,0.1,0.8828125
llamagen,n07565083/ILSVRC2012_val_00028036,mid,0.2,0.9765625
llamagen,n07565083/ILSVRC2012_val_00028036,high,0.5,0.9921875
llamagen,n07565083/ILSVRC2012_val_00038195,low,0.1,0.8984375
llamagen,n07565083/ILSVRC2012_val_00038195,mid,0.2,0.96875
llamagen,n07565083/ILSVRC2012_val_00038195,high,0.5,1.0
llamagen,n07565083/ILSVRC2012_val_00046046,low,0.1,0.7890625
llamagen,n07565083/ILSVRC2012_val_00046046,mid,0.2,0.890625
llamagen,n07565083/ILSVRC2012_val_00046046,high,0.5,0.9609375
llamagen,n07579787/ILSVRC2012_val_00002851,low,0.1,0.8359375
llamagen,n07579787/ILSVRC2012_val_00002851,mid,0.2,0.9375
llamagen,n07579787/ILSVRC2012_val_00002851,high,0.5,0.99609375
llamagen,n07579787/ILSVRC2012_val_00010582,low,0.1,0.90625
llamagen,n07579787/ILSVRC2012_val_00010582,mid,0.2,0.97265625
llamagen,n07579787/ILSVRC2012_val_00010582,high,0.5,0.99609375
llamagen,n07579787/ILSVRC2012_val_00015280,low,0.1,0.91015625
llamagen,n07579787/ILSVRC2012_val_00015280,mid,0.2,0.96484375
llamagen,n07579787/ILSVRC2012_val_00015280,high,0.5,1.0
llamagen,n07579787/ILSVRC2012_val_00024184,low,0.1,0.8125
llamagen,n07579787/ILSVRC2012_val_00024184,mid,0.2,0.921875
llamagen,n07579787/ILSVRC2012_val_00024184,high,0.5,0.9921875
llamagen,n07579787/ILSVRC2012_val_00031538,low,0.1,0.84375
llamagen,n07579787/ILSVRC2012_val_00031538,mid,0.2,0.9453125
llamagen,n07579787/ILSVRC2012_val_00031538,high,0.5,0.99609375
llamagen,n07579787/ILSVRC2012_val_00040373,low,0.1,0.7734375
llamagen,n07579787/ILSVRC2012_val_00040373,mid,0.2,0.90625
llamagen,n07579787/ILSVRC2012_val_00040373,high,0.5,0.98046875
llamagen,n07583066/ILSVRC2012_val_00000728,low,0.1,0.83203125
llamagen,n07583066/ILSVRC2012_val_00000728,mid,0.2,0.94140625
llamagen,n07583066/ILSVRC2012_val_00000728,high,0.5,0.99609375
llamagen,n07583066/ILSVRC2012_val_00005468,low,0.1,0.69140625
llamagen,n07583066/ILSVRC2012_val_00005468,mid,0.2,0.85546875
llamagen,n07583066/ILSVRC2012_val_00005468,high,0.5,0.96484375
llamagen,n07583066/ILSVRC2012_val_00019926,low,0.1,0.74609375
llamagen,n07583066/ILSVRC2012_val_00019926,mid,0.2,0.890625
llamagen,n07583066/ILSVRC2012_val_00019926,high,0.5,0.97265625
llamagen,n07583066/ILSVRC2012_val_00026941,low,0.1,0.86328125
llamagen,n07583066/ILSVRC2012_val_00026941,mid,0.2,0.9609375
llamagen,n07583066/ILSVRC2012_val_00026941,high,0.5,1.0
llamagen,n07583066/ILSVRC2012_val_00031201,low,0.1,0.84765625
llamagen,n07583066/ILSVRC2012_val_00031201,mid,0.2,0.9609375
llamagen,n07583066/ILSVRC2012_val_00031201,high,0.5,0.9921875
llamagen,n07583066/ILSVRC2012_val_00040141,low,0.1,0.7109375
llamagen,n07583066/ILSVRC2012_val_00040141,mid,0.2,0.88671875
llamagen,n07583066/ILSVRC2012_val_00040141,high,0.5,0.96484375
llamagen,n07583066/ILSVRC2012_val_00049358,low,0.1,0.78515625
llamagen,n07583066/ILSVRC2012_val_00049358,mid,0.2,0.90625
llamagen,n07583066/ILSVRC2012_val_00049358,high,0.5,0.9765625
llamagen,n07584110/ILSVRC2012_val_00007094,low,0.1,0.8984375
llamagen,n07584110/ILSVRC2012_val_00007094,mid,0.2,0.94140625
llamagen,n07584110/ILSVRC2012_val_00007094,high,0.5,0.98828125
llamagen,n07584110/ILSVRC2012_val_00019915,low,0.1,0.9453125
llamagen,n07584110/ILSVRC2012_val_00019915,mid,0.2,0.98828125
llamagen,n07584110/ILSVRC2012_val_00019915,high,0.5,0.9921875
llamagen,n07584110/ILSVRC2012_val_00025228,low,0.1,0.94921875
llamagen,n07584110/ILSVRC2012_val_00025228,mid,0.2,0.98828125
llamagen,n07584110/ILSVRC2012_val_00025228,high,0.5,1.0
llamagen,n07584110/ILSVRC2012_val_00032882,low,0.1,0.953125
llamagen,n07584110/ILSVRC2012_val_00032882,mid,0.2,0.984375
llamagen,n07584110/ILSVRC2012_val_00032882,high,0.5,0.9921875
llamagen,n07584110/ILSVRC2012_val_00042492,low,0.1,0.88671875
llamagen,n07584110/ILSVRC2012_val_00042492,mid,0.2,0.95703125
llamagen,n07584110/ILSVRC2012_val_00042492,high,0.5,0.9765625
llamagen,n07584110/ILSVRC2012_val_00049527,low,0.1,0.74609375
llamagen,n07584110/ILSVRC2012_val_00049527,mid,0.2,0.90625
llamagen,n07584110/ILSVRC2012_val_00049527,high,0.5,0.98046875
llamagen,n07590611/ILSVRC2012_val_00014121,low,0.1,0.8359375
llamagen,n07590611/ILSVRC2012_val_00014121,mid,0.2,0.92578125
llamagen,n07590611/ILSVRC2012_val_00014121,high,0.5,0.98828125
llamagen,n07590611/ILSVRC2012_val_00022265,low,0.1,0.73828125
llamagen,n07590611/ILSVRC2012_val_00022265,mid,0.2,0.90234375
llamagen,n07590611/ILSVRC2012_val_00022265,high,0.5,0.97265625
llamagen,n07590611/ILSVRC2012_val_00027821,low,0.1,0.859375
llamagen,n07590611/ILSVRC2012_val_00027821,mid,0.2,0.953125
llamagen,n07590611/ILSVRC2012_val_00027821,high,0.5,0.9921875
llamagen,n07590611/ILSVRC2012_val_00036662,low,0.1,0.6875
llamagen,n07590611/ILSVRC2012_val_00036662,mid,0.2,0.83984375
llamagen,n07590611/ILSVRC2012_val_00036662,high,0.5,0.94921875
llamagen,n07590611/ILSVRC2012_val_00039174,low,0.1,0.81640625
llamagen,n07590611/ILSVRC2012_val_00039174,mid,0.2,0.94140625
llamagen,n07590611/ILSVRC2012_val_00039174,high,0.5,0.98828125
llamagen,n07590611/ILSVRC2012_val_00045414,low,0.1,0.6640625
llamagen,n07590611/ILSVRC2012_val_00045414,mid,0.2,0.85546875
llamagen,n07590611/ILSVRC2012_val_00045414,high,0.5,0.98046875
llamagen,n07613480/ILSVRC2012_val_00002270,low,0.1,0.93359375
llamagen,n07613480/ILSVRC2012_val_00002270,mid,0.2,0.9609375
llamagen,n07613480/ILSVRC2012_val_00002270,high,0.5,0.9921875
llamagen,n07613480/ILSVRC2012_val_00011413,low,0.1,0.78125
llamagen,n07613480/ILSVRC2012_val_00011413,mid,0.2,0.8984375
llamagen,n07613480/ILSVRC2012_val_00011413,high,0.5,0.97265625
llamagen,n07613480/ILSVRC2012_val_00022382,low,0.1,0.91015625
llamagen,n07613480/ILSVRC2012_val_00022382,mid,0.2,0.9609375
llamagen,n07613480/ILSVRC2012_val_00022382,high,0.5,0.984375
llamagen,n07613480/ILSVRC2012_val_00029332,low,0.1,0.80859375
llamagen,n07613480/ILSVRC2012_val_00029332,mid,0.2,0.91015625
llamagen,n07613480/ILSVRC2012_val_00029332,high,0.5,0.984375
llamagen,n07613480/ILSVRC2012_val_00037294,low,0.1,0.828125
llamagen,n07613480/ILSVRC2012_val_00037294,mid,0.2,0.9296875
llamagen,n07613480/ILSVRC2012_val_00037294,high,0.5,0.98828125
llamagen,n07613480/ILSVRC2012_val_00044255,low,0.1,0.84765625
llamagen,n07613480/ILSVRC2012_val_00044255,mid,0.2,0.95703125
llamagen,n07613480/ILSVRC2012_val_00044255,high,0.5,0.99609375
llamagen,n07614500/ILSVRC2012_val_00004289,low,0.1,0.875
llamagen,n07614500/ILSVRC2012_val_00004289,mid,0.2,0.96875
llamagen,n07614500/ILSVRC2012_val_00004289,high,0.5,0.98828125
llamagen,n07614500/ILSVRC2012_val_00009969,low,0.1,0.78125
llamagen,n07614500/ILSVRC2012_val_00009969,mid,0.2,0.92578125
llamagen,n07614500/ILSVRC2012_val_00009969,high,0.5,0.98046875
llamagen,n07614500/ILSVRC2012_val_00015354,low,0.1,0.80078125
llamagen,n07614500/ILSVRC2012_val_00015354,mid,0.2,0.92578125
llamagen,n07614500/ILSVRC2012_val_00015354,high,0.5,0.9921875
llamagen,n07614500/ILSVRC2012_val_00029547,low,0.1,0.81640625
llamagen,n07614500/ILSVRC2012_val_00029547,mid,0.2,0.91796875
llamagen,n07614500/ILSVRC2012_val_00029547,high,0.5,0.984375
llamagen,n07614500/ILSVRC2012_val_00038691,low,0.1,0.7734375
llamagen,n07614500/ILSVRC2012_val_00038691,mid,0.2,0.89453125
llamagen,n07614500/ILSVRC2012_val_00038691,high,0.5,0.953125
llamagen,n07614500/ILSVRC2012_val_00042011,low,0.1,0.75390625
llamagen,n07614500/ILSVRC2012_val_00042011,mid,0.2,0.86328125
llamagen,n07614500/ILSVRC2012_val_00042011,high,0.5,0.9453125
llamagen,n07614500/ILSVRC2012_val_00049832,low,0.1,0.66796875
llamagen,n07614500/ILSVRC2012_val_00049832,mid,0.2,0.828125
llamagen,n07614500/ILSVRC2012_val_00049832,high,0.5,0.95703125
llamagen,n07615774/ILSVRC2012_val_00009776,low,0.1,0.84375
llamagen,n07615774/ILSVRC2012_val_00009776,mid,0.2,0.92578125
llamagen,n07615774/ILSVRC2012_val_00009776,high,0.5,0.98046875
llamagen,n07615774/ILSVRC2012_val_00020614,low,0.1,0.890625
llamagen,n07615774/ILSVRC2012_val_00020614,mid,0.2,0.9453125
llamagen,n07615774/ILSVRC2012_val_00020614,high,0.5,0.984375
llamagen,n07615774/ILSVRC2012_val_00027222,low,0.1,0.828125
llamagen,n07615774/ILSVRC2012_val_00027222,mid,0.2,0.9140625
llamagen,n07615774/ILSVRC2012_val_00027222,high,0.5,0.984375
llamagen,n07615774/ILSVRC2012_val_00032216,low,0.1,0.79296875
llamagen,n07615774/ILSVRC2012_val_00032216,mid,0.2,0.91015625
llamagen,n07615774/ILSVRC2012_val_00032216,high,0.5,0.984375
llamagen,n07615774/ILSVRC2012_val_00039496,low,0.1,0.7109375
llamagen,n07615774/ILSVRC2012_val_00039496,mid,0.2,0.84765625
llamagen,n07615774/ILSVRC2012_val_00039496,high,0.5,0.9609375
llamagen,n07615774/ILSVRC2012_val_00048328,low,0.1,0.82421875
llamagen,n07615774/ILSVRC2012_val_00048328,mid,0.2,0.9296875
llamagen,n07615774/ILSVRC2012_val_00048328,high,0.5,0.9765625
llamagen,n07684084/ILSVRC2012_val_00005025,low,0.1,0.78515625
llamagen,n07684084/ILSVRC2012_val_00005025,mid,0.2,0.90234375
llamagen,n07684084/ILSVRC2012_val_00005025,high,0.5,0.97265625
llamagen,n07684084/ILSVRC2012_val_00006967,low,0.1,0.75390625
llamagen,n07684084/ILSVRC2012_val_00006967,mid,0.2,0.8515625
llamagen,n07684084/ILSVRC2012_val_00006967,high,0.5,0.9453125
llamagen,n07684084/ILSVRC2012_val_00013638,low,0.1,0.6875
llamagen,n07684084/ILSVRC2012_val_00013638,mid,0.2,0.88671875
llamagen,n07684084/ILSVRC2012_val_00013638,high,0.5,0.984375
llamagen,n07684084/ILSVRC2012_val_00031026,low,0.1,0.69921875
llamagen,n07684084/ILSVRC2012_val_00031026,mid,0.2,0.8671875
llamagen,n07684084/ILSVRC2012_val_00031026,high,0.5,0.96875
llamagen,n07684084/ILSVRC2012_val_00038093,low,0.1,0.7890625
llamagen,n07684084/ILSVRC2012_val_00038093,mid,0.2,0.8984375
llamagen,n07684084/ILSVRC2012_val_00038093,high,0.5,0.9765625
llamagen,n07684084/ILSVRC2012_val_00046840,low,0.1,0.6484375
llamagen,n07684084/ILSVRC2012_val_00046840,mid,0.2,0.8671875
llamagen,n07684084/ILSVRC2012_val_00046840,high,0.5,0.9453125
llamagen,n07693725/ILSVRC2012_val_00005619,low,0.1,0.83984375
llamagen,n07693725/ILSVRC2012_val_00005619,mid,0.2,0.94140625
llamagen,n07693725/ILSVRC2012_val_00005619,high,0.5,1.0
llamagen,n07693725/ILSVRC2012_val_00018060,low,0.1,0.84765625
llamagen,n07693725/ILSVRC2012_val_00018060,mid,0.2,0.921875
llamagen,n07693725/ILSVRC2012_val_00018060,high,0.5,0.98828125
llamagen,n07693725/ILSVRC2012_val_00024953,low,0.1,0.796875
llamagen,n07693725/ILSVRC2012_val_00024953,mid,0.2,0.9140625
llamagen,n07693725/ILSVRC2012_val_00024953,high,0.5,0.9765625
llamagen,n07693725/ILSVRC2012_val_00033590,low,0.1,0.62109375
llamagen,n07693725/ILSVRC2012_val_00033590,mid,0.2,0.8359375
llamagen,n07693725/ILSVRC2012_val_00033590,high,0.5,0.96875
llamagen,n07693725/ILSVRC2012_val_00037065,low,0.1,0.6640625
llamagen,n07693725/ILSVRC2012_val_00037065,mid,0.2,0.85546875
llamagen,n07693725/ILSVRC2012_val_00037065,high,0.5,0.9765625
llamagen,n07693725/ILSVRC2012_val_00044186,low,0.1,0.8203125
llamagen,n07693725/ILSVRC2012_val_00044186,mid,0.2,0.921875
llamagen,n07693725/ILSVRC2012_val_00044186,high,0.5,0.98046875
llamagen,n07695742/ILSVRC2012_val_00002054,low,0.1,0.734375
llamagen,n07695742/ILSVRC2012_val_00002054,mid,0.2,0.83203125
llamagen,n07695742/ILSVRC2012_val_00002054,high,0.5,0.9609375
llamagen,n07695742/ILSVRC2012_val_00007087,low,0.1,0.88671875
llamagen,n07695742/ILSVRC2012_val_00007087,mid,0.2,0.93359375
llamagen,n07695742/ILSVRC2012_val_00007087,high,0.5,0.9765625
llamagen,n07695742/ILSVRC2012_val_00013996,low,0.1,0.71484375
llamagen,n07695742/ILSVRC2012_val_00013996,mid,0.2,0.8671875
llamagen,n07695742/ILSVRC2012_val_00013996,high,0.5,0.96484375
llamagen,n07695742/ILSVRC2012_val_00018426,low,0.1,0.78125
llamagen,n07695742/ILSVRC2012_val_00018426,mid,0.2,0.9375
llamagen,n07695742/ILSVRC2012_val_00018426,high,0.5,0.9921875
llamagen,n07695742/ILSVRC2012_val_00025390,low,0.1,0.87109375
llamagen,n07695742/ILSVRC2012_val_00025390,mid,0.2,0.94140625
llamagen,n07695742/ILSVRC2012_val_00025390,high,0.5,0.984375
llamagen,n07695742/ILSVRC2012_val_00033249,low,0.1,0.67578125
llamagen,n07695742/ILSVRC2012_val_00033249,mid,0.2,0.90234375
llamagen,n07695742/ILSVRC2012_val_00033249,high,0.5,0.96484375
llamagen,n07695742/ILSVRC2012_val_00045165,low,0.1,0.79296875
llamagen,n07695742/ILSVRC2012_val_00045165,mid,0.2,0.921875
llamagen,n07695742/ILSVRC2012_val_00045165,high,0.5,0.984375
llamagen,n07697313/ILSVRC2012_val_00008444,low,0.1,0.87890625
llamagen,n07697313/ILSVRC2012_val_00008444,mid,0.2,0.953125
llamagen,n07697313/ILSVRC2012_val_00008444,high,0.5,0.98828125
llamagen,n07697313/ILSVRC2012_val_00018555,low,0.1,0.79296875
llamagen,n07697313/ILSVRC2012_val_00018555,mid,0.2,0.91015625
llamagen,n07697313/ILSVRC2012_val_00018555,high,0.5,0.9765625
llamagen,n07697313/ILSVRC2012_val_00031984,low,0.1,0.76953125
llamagen,n07697313/ILSVRC2012_val_00031984,mid,0.2,0.9296875
llamagen,n07697313/ILSVRC2012_val_00031984,high,0.5,0.97265625
llamagen,n07697313/ILSVRC2012_val_00038724,low,0.1,0.890625
llamagen,n07697313/ILSVRC2012_val_00038724,mid,0.2,0.93359375
llamagen,n07697313/ILSVRC2012_val_00038724,high,0.5,0.984375
llamagen,n07697313/ILSVRC2012_val_00044620,low,0.1,0.828125
llamagen,n07697313/ILSVRC2012_val_00044620,mid,0.2,0.9296875
llamagen,n07697313/ILSVRC2012_val_00044620,high,0.5,0.984375
llamagen,n07697313/ILSVRC2012_val_00049095,low,0.1,0.8125
llamagen,n07697313/ILSVRC2012_val_00049095,mid,0.2,0.9296875
llamagen,n07697313/ILSVRC2012_val_00049095,high,0.5,0.98046875
llamagen,n07697537/ILSVRC2012_val_00005710,low,0.1,0.6484375
llamagen,n07697537/ILSVRC2012_val_00005710,mid,0.2,0.796875
llamagen,n07697537/ILSVRC2012_val_00005710,high,0.5,0.92578125
llamagen,n07697537/ILSVRC2012_val_00023336,low,0.1,0.79296875
llamagen,n07697537/ILSVRC2012_val_00023336,mid,0.2,0.90234375
llamagen,n07697537/ILSVRC2012_val_00023336,high,0.5,0.98046875
llamagen,n07697537/ILSVRC2012_val_00028722,low,0.1,0.6640625
llamagen,n07697537/ILSVRC2012_val_00028722,mid,0.2,0.875
llamagen,n07697537/ILSVRC2012_val_00028722,high,0.5,0.984375
llamagen,n07697537/ILSVRC2012_val_00033675,low,0.1,0.81640625
llamagen,n07697537/ILSVRC2012_val_00033675,mid,0.2,0.9375
llamagen,n07697537/ILSVRC2012_val_00033675,high,0.5,0.9765625
llamagen,n07697537/ILSVRC2012_val_00040195,low,0.1,0.8203125
llamagen,n07697537/ILSVRC2012_val_00040195,mid,0.2,0.9375
llamagen,n07697537/ILSVRC2012_val_00040195,high,0.5,0.98828125
llamagen,n07697537/ILSVRC2012_val_00048983,low,0.1,0.76171875
llamagen,n07697537/ILSVRC2012_val_00048983,mid,0.2,0.8984375
llamagen,n07697537/ILSVRC2012_val_00048983,high,0.5,0.98828125
llamagen,n07711569/ILSVRC2012_val_00004122,low,0.1,0.8359375
llamagen,n07711569/ILSVRC2012_val_00004122,mid,0.2,0.95703125
llamagen,n07711569/ILSVRC2012_val_00004122,high,0.5,0.984375
llamagen,n07711569/ILSVRC2012_val_00012168,low,0.1,0.84765625
llamagen,n07711569/ILSVRC2012_val_00012168,mid,0.2,0.93359375
llamagen,n07711569/ILSVRC2012_val_00012168,high,0.5,0.96875
llamagen,n07711569/ILSVRC2012_val_00017925,low,0.1,0.94140625
llamagen,n07711569/ILSVRC2012_val_00017925,mid,0.2,0.98046875
llamagen,n07711569/ILSVRC2012_val_00017925,high,0.5,0.9921875
llamagen,n07711569/ILSVRC2012_val_00028805,low,0.1,0.828125
llamagen,n07711569/ILSVRC2012_val_00028805,mid,0.2,0.9296875
llamagen,n07711569/ILSVRC2012_val_00028805,high,0.5,0.97265625
llamagen,n07711569/ILSVRC2012_val_00032912,low,0.1,0.94140625
llamagen,n07711569/ILSVRC2012_val_00032912,mid,0.2,0.97265625
llamagen,n07711569/ILSVRC2012_val_00032912,high,0.5,1.0
llamagen,n07711569/ILSVRC2012_val_00039392,low,0.1,0.8828125
llamagen,n07711569/ILSVRC2012_val_00039392,mid,0.2,0.9609375
llamagen,n07711569/ILSVRC2012_val_00039392,high,0.5,0.99609375
llamagen,n07714571/ILSVRC2012_val_00001826,low,0.1,0.73046875
llamagen,n07714571/ILSVRC2012_val_00001826,mid,0.2,0.86328125
llamagen,n07714571/ILSVRC2012_val_00001826,high,0.5,0.98828125
llamagen,n07714571/ILSVRC2012_val_00005749,low,0.1,0.8515625
llamagen,n07714571/ILSVRC2012_val_00005749,mid,0.2,0.92578125
llamagen,n07714571/ILSVRC2012_val_00005749,high,0.5,0.9765625
llamagen,n07714571/ILSVRC2012_val_00015246,low,0.1,0.6484375
llamagen,n07714571/ILSVRC2012_val_00015246,mid,0.2,0.85546875
llamagen,n07714571/ILSVRC2012_val_00015246,high,0.5,0.97265625
llamagen,n07714571/ILSVRC2012_val_00025211,low,0.1,0.7890625
llamagen,n07714571/ILSVRC2012_val_00025211,mid,0.2,0.91796875
llamagen,n07714571/ILSVRC2012_val_00025211,high,0.5,0.98046875
llamagen,n07714571/ILSVRC2012_val_00029598,low,0.1,0.7578125
llamagen,n07714571/ILSVRC2012_val_00029598,mid,0.2,0.87890625
llamagen,n07714571/ILSVRC2012_val_00029598,high,0.5,0.9609375
llamagen,n07714571/ILSVRC2012_val_00038733,low,0.1,0.52734375
llamagen,n07714571/ILSVRC2012_val_00038733,mid,0.2,0.72265625
llamagen,n07714571/ILSVRC2012_val_00038733,high,0.5,0.9140625
llamagen,n07714571/ILSVRC2012_val_00045744,low,0.1,0.71875
llamagen,n07714571/ILSVRC2012_val_00045744,mid,0.2,0.875
llamagen,n07714571/ILSVRC2012_val_00045744,high,0.5,0.97265625
llamagen,n07714990/ILSVRC2012_val_00008642,low,0.1,0.79296875
llamagen,n07714990/ILSVRC2012_val_00008642,mid,0.2,0.88671875
llamagen,n07714990/ILSVRC2012_val_00008642,high,0.5,0.9765625
llamagen,n07714990/ILSVRC2012_val_00017318,low,0.1,0.74609375
llamagen,n07714990/ILSVRC2012_val_00017318,mid,0.2,0.88671875
llamagen,n07714990/ILSVRC2012_val_00017318,high,0.5,0.97265625
llamagen,n07714990/ILSVRC2012_val_00027637,low,0.1,0.87109375
llamagen,n07714990/ILSVRC2012_val_00027637,mid,0.2,0.96484375
llamagen,n07714990/ILSVRC2012_val_00027637,high,0.5,0.9765625
llamagen,n07714990/ILSVRC2012_val_00035639,low,0.1,0.546875
llamagen,n07714990/ILSVRC2012_val_00035639,mid,0.2,0.79296875
llamagen,n07714990/ILSVRC2012_val_00035639,high,0.5,0.97265625
llamagen,n07714990/ILSVRC2012_val_00038518,low,0.1,0.83203125
llamagen,n07714990/ILSVRC2012_val_00038518,mid,0.2,0.94921875
llamagen,n07714990/ILSVRC2012_val_00038518,high,0.5,0.99609375
llamagen,n07714990/ILSVRC2012_val_00048630,low,0.1,0.77734375
llamagen,n07714990/ILSVRC2012_val_00048630,mid,0.2,0.9375
llamagen,n07714990/ILSVRC2012_val_00048630,high,0.5,0.9921875
llamagen,n07715103/ILSVRC2012_val_00007774,low,0.1,0.67578125
llamagen,n07715103/ILSVRC2012_val_00007774,mid,0.2,0.85546875
llamagen,n07715103/ILSVRC2012_val_00007774,high,0.5,0.96875
llamagen,n07715103/ILSVRC2012_val_00012240,low,0.1,0.765625
llamagen,n07715103/ILSVRC2012_val_00012240,mid,0.2,0.8984375
llamagen,n07715103/ILSVRC2012_val_00012240,high,0.5,0.9765625
llamagen,n07715103/ILSVRC2012_val_00026372,low,0.1,0.8203125
llamagen,n07715103/ILSVRC2012_val_00026372,mid,0.2,0.9296875
llamagen,n07715103/ILSVRC2012_val_00026372,high,0.5,0.984375
llamagen,n07715103/ILSVRC2012_val_00032107,low,0.1,0.72265625
llamagen,n07715103/ILSVRC2012_val_00032107,mid,0.2,0.8671875
llamagen,n07715103/ILSVRC2012_val_00032107,high,0.5,0.98828125
llamagen,n07715103/ILSVRC2012_val_00038343,low,0.1,0.84375
llamagen,n07715103/ILSVRC2012_val_00038343,mid,0.2,0.91796875
llamagen,n07715103/ILSVRC2012_val_00038343,high,0.5,0.9921875
llamagen,n07715103/ILSVRC2012_val_00047140,low,0.1,0.66015625
llamagen,n07715103/ILSVRC2012_val_00047140,mid,0.2,0.83203125
llamagen,n07715103/ILSVRC2012_val_00047140,high,0.5,0.96484375
llamagen,n07716358/ILSVRC2012_val_00003681,low,0.1,0.55078125
llamagen,n07716358/ILSVRC2012_val_00003681,mid,0.2,0.78515625
llamagen,n07716358/ILSVRC2012_val_00003681,high,0.5,0.94140625
llamagen,n07716358/ILSVRC2012_val_00010520,low,0.1,0.7109375
llamagen,n07716358/ILSVRC2012_val_00010520,mid,0.2,0.84375
llamagen,n07716358/ILSVRC2012_val_00010520,high,0.5,0.96484375
llamagen,n07716358/ILSVRC2012_val_00016062,low,0.1,0.75390625
