model,level,sigma,psnr_x_xnoisy_mean,psnr_x_xnoisy_std,psnr_x_xnoisy_median,psnr_x_xnoisy_min,psnr_x_xnoisy_max,psnr_xnoisy_xhat_mean,psnr_xnoisy_xhat_std,psnr_xnoisy_xhat_median,psnr_xnoisy_xhat_min,psnr_xnoisy_xhat_max,psnr_x_xhat_mean,psnr_x_xhat_std,psnr_x_xhat_median,psnr_x_xhat_min,psnr_x_xhat_max,psnr_x_xcleanrecon_mean,psnr_x_xcleanrecon_std,psnr_x_xcleanrecon_median,psnr_x_xcleanrecon_min,psnr_x_xcleanrecon_max
llamagen,clean,0.0,,,,,,,,,,,20.792783942285762,3.183758735558035,20.553998664472466,11.485873057335581,40.95066698531305,20.792783942285762,3.183758735558035,20.553998664472466,11.485873057335581,40.95066698531305
llamagen,low,0.1,26.29079427671026,0.3364752322495649,26.176817952577252,25.975704322646266,28.88687341310776,19.25609294886639,2.148549755125954,19.328796223327554,11.28166063562155,28.359604605362172,20.31637159878253,2.7145643327053626,20.247870335119856,11.39691329470236,31.324326615541118,,,,,
llamagen,mid,0.2,20.490926989726486,0.40536342987904683,20.383394599854945,19.96203166652211,22.90995840102176,16.757454706189865,1.2450923929440982,16.882730793760174,10.970780713408889,22.6441931830291,19.10604687011438,1.9825918597592609,19.223333917976316,11.397955623551482,25.887451986357135,,,,,
llamagen,high,0.5,13.347176007046851,0.4067820920141133,13.293420386673164,12.441538693924244,15.017437312458675,11.868903179382452,0.5946406959391467,11.769273242206843,9.579334225805585,15.321716843454418,16.215856335559824,0.9381755732543849,16.351282605582533,11.19446977393412,19.6887974850959,,,,,
vqgan,clean,0.0,,,,,,,,,,,19.648718113841912,3.405818657658932,19.355446837060896,10.209922787432156,38.04560402005587,19.648718113841912,3.405818657658932,19.355446837060896,10.209922787432156,38.04560402005587
vqgan,low,0.1,26.296562819090504,0.3375567454599651,26.18311824954492,25.97548575966959,28.89766250953881,18.35777689413229,2.410592865136382,18.434815305747136,10.150152875614072,27.414669781906603,19.22617423761388,2.923892984542309,19.162086720747542,10.190507553559035,29.268196307535707,,,,,
vqgan,mid,0.2,20.497298513979278,0.40607031299713375,20.39011158915696,19.968812570821125,22.914513051684708,16.11130796011927,1.5112434525366703,16.28762154300474,9.940200184812172,22.364336082409288,18.107597974484055,2.2668393206803925,18.226750697450527,10.12911365534411,25.756480305368477,,,,,
vqgan,high,0.5,13.352649619657544,0.4063303717184292,13.299931545775467,12.44789775089112,15.029757794305624,11.313662420619817,0.6796720871412676,11.22653360306061,8.772344895535031,15.076571907320096,14.900372438219627,1.029635840881879,15.017310436685126,9.919064308054198,18.810005567143776,,,,,
